"github issue name",html_url,id,"github issue ID","Fix Version/s","Created timestamp","Updated timestamp","Description","Reporter","Labels",comments,"Assignee"
custom filter on FLOAT column and non-integer fails with overflow/underflow,https://github.com/mapd/mapd-immerse/issues/2156,202969591,2156,,2017-01-24T23:20:18Z,2017-12-01T17:34:34Z,"## General Info
- **Platform**: 
- **Browser Name**: Chrome
- **Browser Version**: 22
- **Application Version**: 2.0.2

## Issue Description
Custom filter against FLOAT column reports o

## Steps To Reproduce
Go to mapd.com taxi demo.  Enter a custom filter for tip_amount >  .2  * fare_amount.

## Expected Result
Should work.

## Actual Result
tip_amount >.2 * fare_amount : fails on underflow/overflow
tip_amount > fare_amount * .2 : works
tip_amount > cast (.2 as float) * fare_amount : works
tip_amount > 2 * fare_amount : works
tip_amount > 2.1 * fare_amount :fails

## Link To Dashboard

## Screenshots
![screen shot 2017-01-24 at 3 08 06 pm](https://cloud.githubusercontent.com/assets/7409656/22270977/1b1efdd4-e247-11e6-904a-72452497f22e.png)
![screen shot 2017-01-24 at 3 07 49 pm](https://cloud.githubusercontent.com/assets/7409656/22270978/1b203866-e247-11e6-8be8-2dbc2f99a21c.png)

## Other Information
",billmaimone,,0,
Distorted Pie chart .. sporadic behavior ,https://github.com/mapd/mapd-immerse/issues/2145,202225019,2145,,2017-01-20T19:41:56Z,2017-07-15T16:05:24Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Not able to constantly reproduce this issue . while adding couple of various charts to the dashboard , i have seen this issue
## Steps To Reproduce
1. on Minos dataset tweets
2. add couple of  charts 
## Expected Result
a clearer pie chart
## Actual Result
distorted pie chart
## Link To Dashboard

http://minos.mapd.com:8000/#/link/mapd/710db85a

## Screenshots
![image](https://cloud.githubusercontent.com/assets/24970225/22162591/2fa092fe-df04-11e6-8c01-8897a7f822d0.png)

![image](https://cloud.githubusercontent.com/assets/24970225/22162880/5ed9ae38-df05-11e6-8cd3-71bc559b2d5b.png)


## Other Information
",Mrudulabaj,"blocked,component-charting,lo-pri",3,
"[Minos] [Pie chart, Heat map]cannot change color palette, some cases",https://github.com/mapd/mapd-immerse/issues/2142,202000175,2142,,2017-01-19T22:56:25Z,2017-12-01T17:34:49Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description color palette is wrong and unable to +add dimension by color via color palette

## Steps To Reproduce
1. on Minos create a dashboard and Pie chart using tweets data
2. Dim : followers, followees and google_X
3. Measure : # records and color by unique county_state

## Expected Result

Should be able to change color palette

## Actual Result
unable to change color palette

## Link To Dashboard
http://dashboard-v2-master.dev.frontend.builds.mapd.com/#/link/mapd/722c21b5
![fe-minos-color](https://cloud.githubusercontent.com/assets/24970225/22128844/718754d0-de57-11e6-9cfa-e2e75cf822cf.gif)

## Screenshots
![image](https://cloud.githubusercontent.com/assets/24970225/22128707/cfe2de1a-de56-11e6-8538-5c691e03056c.png)

## Other Information
",Mrudulabaj,bug,2,
Color Manager,https://github.com/mapd/mapd-immerse/issues/2129,201421607,2129,,2017-01-17T22:15:45Z,2018-01-23T21:04:37Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

Color is persistently broken in Immerse. One of the reason for this is color has a big and complicated feature set. And that the entire front-end team built it piece-meal over the course of a year, and without a full spec.

We should consolidate the code, and find a definitive code path to color charts, or else it will continue to be buggy and difficult to patch.

Refactor should preserve  - at least color by dimension versus color by measure even if we cannot keep the exact colors. Refactor should allow for color by dimension or color by measure where applicable. Today **Color by dimension** appears on the right side of the chart as visual customizations for a bar chart. However for line and histogram the exact same thing is exposed as **Series** on the left side of the chart as  data settings.

- Also ensure the default color palette for discrete colors (ordinal) is a palette of 10 or 12 and not 9 colors. 


And the first step to do this would be a code spec, based on this UX spec: https://docs.google.com/document/d/1Us4kHgLt0pJbQg_wn5MW8NowFGYMsR2iNN98jk_M3q8

## Steps To Reproduce

## Expected Result

## Actual Result

## Link To Dashboard

## Screenshots

## Other Information
",duhoang,,2,
Set default # bins using Freedman-Diaconis,https://github.com/mapd/mapd-immerse/issues/2120,200775620,2120,,2017-01-14T02:58:27Z,2017-12-01T17:34:34Z,"https://en.wikipedia.org/wiki/Freedman%E2%80%93Diaconis_rule

Rule specifies how to pick the ideal number of bins to display for a histogram.

Blocked till backend adds PERCENTILE",edmapd,"blocked,dc,enhancement,lo-pri",0,
table: incorrect filter generated with timestamps,https://github.com/mapd/mapd-immerse/issues/2087,199686772,2087,[object Object],2017-01-09T22:59:21Z,2017-12-01T17:34:34Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
Haven't tested too in depth yet, but adding a timestamp column to a table results in the most recent row being filtered out. Example sql generated:

    SELECT
      a as key0,
      date_trunc(second, ts) as key1,
      COUNT(*) AS val
    FROM andrew_ts_bug
    WHERE
      (ts >= TIMESTAMP(0) '2017-01-09 14:40:01' AND
       ts < TIMESTAMP(0) '2017-01-09 14:40:03')
    GROUP BY key0, key1
    ORDER BY val
    DESC LIMIT 50
    OFFSET 400;

Generated sql is asking for `ts < max(ts)` instead of `ts <= max(ts)`.

## Steps To Reproduce
- On Kali, table `andrew_ts_bug`
- create table chart
- add column `a`. Note that there are `n` rows.
- add column `ts`, bin by seconds. Note that there are now only `n-1` rows shown, though the count in the top right says `n of n`.

## Link To Dashboard
http://dashboard-v2-master.prod.frontend.builds.mapd.com/#/link/mapd/eecf3c58",andrewseidl,bug,15,
blank axis when all values in dimension are the same (cardinality=1),https://github.com/mapd/mapd-immerse/issues/2055,198533048,2055,,2017-01-03T18:05:08Z,2017-09-27T20:26:11Z,"@edmapd commented on [Mon Jan 02 2017](https://github.com/map-d/mapd2/issues/538)

1) go to http://dashboard-v2-master.dev.frontend.builds.mapd.com/
2) log out and connect to http://173.46.67.94:9092/
3) hit this URL (http://dashboard-v2-master.dev.frontend.builds.mapd.com/#/link/mapd/257adeb4) or within ships_ais dataset, create scatterplot with axes VoyageID and ZHeight

<img width=""900"" alt=""screen shot 2017-01-02 at 5 03 06 pm"" src=""https://cloud.githubusercontent.com/assets/14082721/21598217/60ee52d8-d10d-11e6-8ead-cb35ffd96919.png"">

(FYI It appears that all entries in the column ZHeight are equal to 0)

I think in a case like this we'd expect to see something like a scatterplot condensed along one line.

---

@vastcharade commented on [Tue Jan 03 2017](https://github.com/map-d/mapd2/issues/538#issuecomment-270158590)

Here's the query for the above screenshot:

```SELECT VoyageID as x,ZHeight as y,ships_ais.rowid FROM ships_ais WHERE (VoyageID >= -32767 AND VoyageID < 32767) AND (ZHeight >= 0 AND ZHeight < 0) LIMIT 2000000```

This query results in 0 returned rows because ZHeight >= 0 AND ZHeight < 0 will always return 0 rows. When the min/max are the same that query needs to be adjusted, probably to something like this `ZHeight >= 0 AND ZHeight <= 0`. This is a frontend issue.

",edmapd,"P1,bug,component-charting,dc",1,
Set backend-rendered color scale w/ 1 round trip via Vega,https://github.com/mapd/mapd-immerse/issues/2054,198183575,2054,,2016-12-30T19:08:49Z,2017-07-15T16:08:36Z,"Currently color scale for pointmap is set to universal min/max, and is not adjusted as the map zooms.  This makes the color scale pretty useless as you get to tight zooms.

![color scale pointmap](https://cloud.githubusercontent.com/assets/14082721/21571020/1e94ca64-ce80-11e6-84ed-0b101ab79c49.gif)

[From Todd](https://mapd.slack.com/archives/engineering-frontend/p1483124459000851):
>Ideally we'd do it all in one call through vega
>Rather than doing two trips",edmapd,"blocked,component-raster,dc,enhancement",1,
"Control-click/Command-click the ""Dashboards"" header link or a dashboard name should open in new tab",https://github.com/mapd/mapd-immerse/issues/2047,197635884,2047,,2016-12-27T02:31:01Z,2017-12-01T17:34:54Z,"<img width=""471"" alt=""screen shot 2016-12-26 at 9 30 24 pm"" src=""https://cloud.githubusercontent.com/assets/14082721/21488865/89697414-cbb2-11e6-8e9c-1e6eb3792d65.png"">

",edmapd,"enhancement,lo-pri",0,
"Add ""(Group By)"" after Dimensions in chart builder",https://github.com/mapd/mapd-immerse/issues/2046,197305570,2046,,2016-12-23T02:56:55Z,2017-12-01T17:34:54Z,"It seems that a lot of people (including our Nvidia POC) don't know what Dimensions mean and often use measures for the same purpose.  Let's try to make things clear by adding an annotation for Dimensions such that it reads ""Dimensions (Group By)"".",tmostak,enhancement,1,
Color By Dimension Need to Update CustomKey On Dimension Drag/Drop,https://github.com/mapd/mapd-immerse/issues/2040,197071533,2040,,2016-12-22T01:08:13Z,2018-02-02T00:37:09Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

When a chart is colored by dimensions. If you drag and drop dimensions into a different slot. The customKey is not updated, and the chart is colored incorrectly.

## Steps To Reproduce

- Create a pie chart that has 2 dimensions
- Color by one of the dimension
- Drag and drop so the 2 dimensions switch places
- Notice that the color of the chart is not correct.

## Link To Dashboard

## Screenshots

## Other Information
",duhoang,bug,0,
"Relative (""percentage"") view",https://github.com/mapd/mapd-immerse/issues/2035,197045319,2035,,2016-12-21T22:11:24Z,2018-01-30T22:51:34Z,"Request from NVIDIA-GFE and CMT

Feature to reproduce what v.1 immerse offered with its view for ""percentage"" (which was a bit of a misnomer).

example from v.1
http://dashboard-v1-master.dev.frontend.builds.mapd.com/#mapd/3f0db5d7

**without** percentage view applied, sql for row chart in this dashboard looks like this:
```SELECT flights_123M.dest_city as key0,COUNT(*) AS val FROM flights_123M WHERE (flights_123M.origin_state = 'NY') GROUP BY key0 ORDER BY val DESC LIMIT 12;```

**with** percentage view:
```SELECT flights_123M.dest_city as key0, AVG(CASE WHEN (flights_123M.origin_state = 'NY') THEN 1 ELSE 0 END) AS val FROM flights_123M GROUP BY key0 ORDER BY val DESC LIMIT 12;```

when percentage view was applied, dashboard looked like

<img width=""1268"" alt=""screen shot 2016-12-21 at 5 11 31 pm"" src=""https://cloud.githubusercontent.com/assets/14082721/21408024/99f43938-c7a0-11e6-8feb-633f10ae3f5f.png"">
",edmapd,"NVIDIA-GFE,customer,feature",0,
Search Dashboards Box is quite sluggish with 300+ dashboards,https://github.com/mapd/mapd-immerse/issues/2026,196546006,2026,,2016-12-19T23:20:10Z,2017-12-01T17:34:54Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description

There is quite a bit of lag when searching through the dashboards.

Although this isn't a large problem right now,  I could imagine a situation where any client that had a large quantity of dashboards (500 - 1000+) will run into an exponentially slower experience.

![image](https://cloud.githubusercontent.com/assets/2932405/21332632/9dbf0ab4-c5fe-11e6-9027-87f018a8bfc4.png)
",MarcBalaban,lo-pri,1,
Improper exception handling: `get_link_view`,https://github.com/mapd/mapd-immerse/issues/2024,196457967,2024,,2016-12-19T16:29:52Z,2017-12-01T17:34:34Z,"## General Info
- **Platform**: All
- **Browser Name**: All
- **Browser Version**: All
- **Application Version**: master dev

## Issue Description
The exception thrown by `get_link_view` when requesting an invalid saved link is not handled correctly. Backend throws an exception saying `Link abc1234 is not valid.` but Immerse ignores this and tries to parse the (empty) view_state, resulting in:

    InvalidCharacterError: Failed to execute 'atob' on 'Window': The string to be decoded is not correctly encoded.

## Steps To Reproduce
1) Generate a link
2) Change the ID in the link to something random/most likely not in the DB
3) Attempt to load new link

## Link To Dashboard
http://dashboard-v2-release.dev.frontend.builds.mapd.com/#/link/mapd/abc1234",andrewseidl,"bug,lo-pri",1,
"Server heartbeat check from frontend (""Server may be down"")",https://github.com/mapd/mapd-immerse/issues/2017,195962004,2017,,2016-12-16T01:45:22Z,2017-12-01T17:34:54Z,"Saw while Nvidia was testing their dashboard that server crashed, and they were waiting for a long time for query to come back to frontend, when server was already dead.",edmapd,enhancement,0,
